french_name;english_name;scientific_name;famille;ordre;color1;color2;status;
Bruant masqué;Black-faced Bunting;Emberiza spodocephala;PASSERIFORMES;Emberizidae;Marron;Jaune;Rare/Accidental;
Bruant roux;Chestnut Bunting;Emberiza rutila;PASSERIFORMES;Emberizidae;Roux;Blanc;Rare/Accidental;
Bruant à sourcils jaunes;Yellow-browed Bunting;Emberiza chrysophrys;PASSERIFORMES;Emberizidae;Marron;Jaune;Rare/Accidental;
Bruant à couronne blanche;White-crowned Sparrow;Zonotrichia leucophrys;PASSERIFORMES;Passerellidae;Marron;Blanc;Rare/Accidental;
Bruant à gorge blanche;White-throated Sparrow;Zonotrichia albicollis;PASSERIFORMES;Passerellidae;Marron;gris;Rare/Accidental;
Carouge à tête jaune;Yellow-headed Blackbird;Xanthocephalus xanthocephalus;PASSERIFORMES;Icteridae;Noir;Jaune;Introduced species;
Goglu des prés;Bobolink;Dolichonyx oryzivorus;PASSERIFORMES;Icteridae;Noir;Blanc;Rare/Accidental;
Oriole de Baltimore;Baltimore Oriole;Icterus galbula;PASSERIFORMES;Icteridae;Noir;Orange;Rare/Accidental;
Vacher à tête brune;Brown-headed Cowbird;Molothrus ater;PASSERIFORMES;Icteridae;Noir;Marron foncé;Rare/Accidental;
Paruline couronnée;Ovenbird;Seiurus aurocapilla;PASSERIFORMES;Parulidae;Marron foncé;Blanc;Rare/Accidental;
Paruline hochequeue;Louisiana Waterthrush;Parkesia motacilla;PASSERIFORMES;Parulidae;Marron foncé;Blanc;Rare/Accidental;
Paruline des ruisseaux;Northern Waterthrush;Parkesia noveboracensis;PASSERIFORMES;Parulidae;Marron;Blanc;Rare/Accidental;
Paruline noir et blanc;Black-and-white Warbler;Mniotilta varia;PASSERIFORMES;Parulidae;Noir;Blanc;Rare/Accidental;
Paruline flamboyante;American Redstart;Setophaga ruticilla;PASSERIFORMES;Parulidae;Noir;Orange;Rare/Accidental;
Paruline à collier;Northern Parula;Setophaga americana;PASSERIFORMES;Parulidae;Gris foncé;Jaune;Rare/Accidental;
Paruline à gorge orangée;Blackburnian Warbler;Setophaga fusca;PASSERIFORMES;Parulidae;Noir;Jaune;Rare/Accidental;
Paruline jaune;Yellow Warbler;Setophaga petechia;PASSERIFORMES;Parulidae;Jaune;Marron;Rare/Accidental;
Paruline à flancs marron;Chestnut-sided Warbler;Setophaga pensylvanica;PASSERIFORMES;Parulidae;Noir;Blanc;Rare/Accidental;
Paruline rayée;Blackpoll Warbler;Setophaga striata;PASSERIFORMES;Parulidae;Gris;Blanc;Rare/Accidental;
Paruline des pins;Pine Warbler;Setophaga pinus;PASSERIFORMES;Parulidae;Jaune;Marron;Rare/Accidental;
Piranga écarlate;Scarlet Tanager;Piranga olivacea;PASSERIFORMES;Cardinalidae;Rouge;Noir;None;
Cardinal à poitrine rose;Rose-breasted Grosbeak;Pheucticus ludovicianus;PASSERIFORMES;Cardinalidae;Noir;Gris;Rare/Accidental;
Dickcissel d'Amérique;Dickcissel;Spiza americana;PASSERIFORMES;Cardinalidae;Marron;Blanc;Rare/Accidental;
